original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
19931704,error,Could not download PDF from URL for 10022021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21092992,success,NA,CI0105798,175654,18.47,3.08,GBP,2024-09-19,NA,NA,Universal Components UK Ltd,"[{""description"": ""MUDWING STAY 42MM DIA X 80"", ""quantity"": 1.0, ""unit_price"": 15.39, ""total"": 15.39}]"
20607917,success,NA,UKF093965,28843,2313.0,0.0,GBP,2023-03-24,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""Engine bareRenault Trafic, Opel Vivaro 2.0 dCi DIM9R-630 (-20/9/2010)"", ""quantity"": 1.0, ""unit_price"": 1463.0, ""total"": 1463.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 850.0, ""total"": 850.0}, {""description"": ""**DELIVER TO**SHEPHERD MOTORS38 CHURCH STREETCHELMSFORDCM2 7HY"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Unit supplied for reported incident No. SWUK007917 No claims for labour or other associated costs will be accepted until the reported unit has been returned, inspected and liability determined."", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
13623255,success,NA,CDI263265,252528,438.08,73.01,GBP,2020-05-21,NA,NA,Continental Direct (UK) Limited,"[{""description"": ""Steering Rack Gaiters"", ""quantity"": 21.0, ""unit_price"": 3.01, ""total"": 63.21}, {""description"": ""CV BOOT KIT"", ""quantity"": 5.0, ""unit_price"": 2.5, ""total"": 12.5}, {""description"": ""CV BOOT KIT"", ""quantity"": 3.0, ""unit_price"": 4.67, ""total"": 14.01}, {""description"": ""CV BOOT KIT"", ""quantity"": 9.0, ""unit_price"": 2.95, ""total"": 26.55}, {""description"": ""CV BOOT KIT"", ""quantity"": 17.0, ""unit_price"": 1.66, ""total"": 28.22}, {""description"": ""CV BOOT KIT"", ""quantity"": 12.0, ""unit_price"": 1.62, ""total"": 19.44}, {""description"": ""CV BOOT KIT"", ""quantity"": 2.0, ""unit_price"": 2.57, ""total"": 5.14}, {""description"": ""CV JOINT"", ""quantity"": 3.0, ""unit_price"": 14.0, ""total"": 42.0}, {""description"": ""CV JOINT"", ""quantity"": 5.0, ""unit_price"": 14.0, ""total"": 70.0}, {""description"": ""CV JOINT"", ""quantity"": 2.0, ""unit_price"": 14.0, ""total"": 28.0}, {""description"": ""CV JOINT"", ""quantity"": 4.0, ""unit_price"": 14.0, ""total"": 56.0}]"
14951935,success,NA,0000169743,25618,439.2,73.2,GBP,2020-04-02,2020-06-01,60,Fourstones Paper Mill Co Ltd,"[{""description"": ""* DELTA * C/FEED ROLLS BLUE 175mm X 150mtr 2ply - EMBOSS REC 18TH MAR 20 PM SS DEL REQ BY 1ST APR 20"", ""quantity"": 60.0, ""unit_price"": 6.1, ""total"": 366.0}, {""description"": ""Delivered on Pallets (No. used)"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14137217,success,NA,INV12315,REF16061/1 - PRJ1014,201.6,33.6,GBP,2018-08-24,2018-09-23,30,Sign Language Ltd,"[{""description"": ""ECP Peugeot Partner 2008+ (2017 Generic Kit)"", ""quantity"": 1.0, ""unit_price"": 168.0, ""total"": 168.0}, {""description"": ""Installation included in above - VF37BBHW6JJ672791 - LO18XUZ"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14417365,error,Could not download PDF from URL for 05032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13856502,error,Could not download PDF from URL for 19032018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14490550,error,Could not download PDF from URL for 26042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14510674,error,Could not download PDF from URL for 10052019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19870616,success,NA,006354742,NA,193.53,0.0,GBP,2020-11-10,NA,NA,Andrew Page,"[{""description"": ""TRACK CONTROL ARM FRONT LOWER"", ""quantity"": 1.0, ""unit_price"": 14.75, ""total"": 14.75}, {""description"": ""SUSP ARM (FR AX) LWR RR RH - 1"", ""quantity"": 1.0, ""unit_price"": 9.0, ""total"": 9.0}, {""description"": ""TRACK CONTROL ARM"", ""quantity"": 1.0, ""unit_price"": 6.63, ""total"": 6.63}, {""description"": ""REAR WISHBONE UPPER LH/RH E87"", ""quantity"": 1.0, ""unit_price"": 5.24, ""total"": 5.24}, {""description"": ""FRONT LOWER WISHBONE LH MERC S"", ""quantity"": 1.0, ""unit_price"": 46.15, ""total"": 46.15}, {""description"": ""FRONT LOWER WISHBONE LH MERC S"", ""quantity"": 1.0, ""unit_price"": 22.74, ""total"": 22.74}, {""description"": ""TRACK CONTROL ARM"", ""quantity"": 1.0, ""unit_price"": 45.9, ""total"": 45.9}, {""description"": ""TRACK CONTROL ARM"", ""quantity"": 1.0, ""unit_price"": 16.25, ""total"": 16.25}, {""description"": ""FRONT LOWER REAR WISHBONE LH A"", ""quantity"": 1.0, ""unit_price"": 11.2, ""total"": 11.2}, {""description"": ""NSF WISHBONE CAST IRON W/O BJ"", ""quantity"": 1.0, ""unit_price"": 15.67, ""total"": 15.67}]"
20886214,success,NA,6121083214,1211426362,177.47,29.58,GBP,2024-02-16,NA,180,ZF Services UK Ltd,"[{""description"": ""SACHS CLUTCH DUAL MASS FLYWHEEL 336/30250 //"", ""quantity"": 1.0, ""unit_price"": 147.89, ""total"": 147.89}]"
13668777,error,Could not download PDF from URL for 231017034D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21200279,success,NA,QP/I736706,20232,12.28,2.05,GBP,2024-11-14,NA,NA,Quest Consumables,"[{""description"": ""CABLE TIES (BLA) 4.8X370MM"", ""quantity"": 3.0, ""unit_price"": 3.41, ""total"": 10.23}]"
21233741,error,Could not download PDF from URL for 27022025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14662274,success,NA,SL0576406INV,NA,231.78,38.63,GBP,2019-08-13,2019-09-30,NA,NORTHGATE Vehicle Hire,"[{""description"": ""V01 - Car Derived Vans"", ""quantity"": 15.0, ""unit_price"": 12.21, ""total"": 183.15}, {""description"": ""BUSINESS DELIVERY"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""BUSINESS COLLECTION"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}]"
13739602,error,Could not download PDF from URL for 03012018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13939415,success,NA,SIN001732,SOR001784,255.51,42.59,GBP,2018-01-25,NA,NA,mfp,"[{""description"": ""SDN001627 MS 290 - 1.000x20m CML.VNF290"", ""quantity"": 4.0, ""unit_price"": 27.72, ""total"": 110.88}, {""description"": ""PAX 500 - 1.000x20m MFP.PA120"", ""quantity"": 4.0, ""unit_price"": 25.51, ""total"": 102.04}]"
14711375,error,Could not download PDF from URL for 28092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20072945,success,NA,30002817,70284244,3342.6,557.1,GBP,2021-07-14,2021-08-13,30,Horn & Bauer CUMBRIAN,"[{""description"": ""Recycled Seatcover Plain"", ""quantity"": 20.0, ""unit_price"": 50.45, ""total"": 1009.0}, {""description"": ""Rubbish Sacks"", ""quantity"": 10.0, ""unit_price"": 27.65, ""total"": 276.5}, {""description"": ""Heavy Duty Refuse Sack Black"", ""quantity"": 120.0, ""unit_price"": 12.5, ""total"": 1500.0}]"
21189251,success,NA,0000137530/S,20802,600.0,100.0,GBP,2025-01-13,NA,30,PSS,"[{""description"": ""SURCHARGE"", ""quantity"": 1.0, ""unit_price"": 500.0, ""total"": 500.0}]"
20580041,success,NA,UKF091241,22595,1600.0,0.0,GBP,2023-02-21,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxVW/Audi VW 2.0 TDi DOHC 16VCFFA/CFFB Gearbox code # MKH/QCR Oem part no.02Q3"", ""quantity"": 1.0, ""unit_price"": 1000.0, ""total"": 1000.0}, {""description"": ""D56865306"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}, {""description"": ""Deliver to:Mike Shaw MotorsMuirhead Industrial Estate KirriemulrDD8 5QN"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20472906,success,NA,UKF082256,SOUK046543,1050.0,0.0,GBP,2022-10-14,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxFord Ford Ka+/Figo 1.2YSKD Oem part no.:2373521/J7BR-7002-ENC"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 450.0, ""total"": 450.0}, {""description"": ""MARTIN BROOKE T/A, SUMMERFIELD GARAGESTAINSACREWHITBY,YO22 4PA"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14198875,error,Could not download PDF from URL for 04102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19774912,error,Could not download PDF from URL for 16092020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19837381,success,NA,222098,22138,428.32,71.39,GBP,2020-11-18,NA,NA,Milltek Sport Ltd,"[{""description"": ""VW GOLF 1.8T MK4 LARGE BORE CAT REP PIPE"", ""quantity"": 1.0, ""unit_price"": 228.34, ""total"": 114.17}, {""description"": ""AUDI TT 180 2WD F/TRAC FRONT SECTION REP PIPE INC ADAPT"", ""quantity"": 1.0, ""unit_price"": 89.91, ""total"": 44.95}, {""description"": ""GOLF MK4/BORA/SKODA/A3/BEETLE AXLE PIPE"", ""quantity"": 1.0, ""unit_price"": 74.66, ""total"": 37.33}, {""description"": ""AUDI TT 180 2WD FRONT TRAC S/S CAT+ REAR SEC 100MM T/PIPE"", ""quantity"": 1.0, ""unit_price"": 252.97, ""total"": 126.48}, {""description"": ""CARRIAGE"", ""quantity"": 1.0, ""unit_price"": 34.0, ""total"": 34.0}]"
20542913,error,Could not download PDF from URL for 12012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20641966,success,NA,6103162,04852946_1,17215.26,0.0,EUR,2023-04-29,NA,NA,Normfest GmbH,"[{""description"": ""DPF100 DIESEL SOOT PARTICLE FILTER 400ML V12"", ""quantity"": 958.0, ""unit_price"": 17.97, ""total"": 17215.26}]"
19794570,error,Could not download PDF from URL for 06102020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20611447,success,NA,OP/I951391,230945,476.32,79.41,GBP,2023-03-28,NA,NA,van-line,"[{""description"": ""Rivets Aluminium Black"", ""quantity"": 1.0, ""unit_price"": 11.54, ""total"": 11.53}, {""description"": ""White Acrylic Paint Marker Pen"", ""quantity"": 1.0, ""unit_price"": 3.28, ""total"": 3.28}, {""description"": ""Yellow Acrylic Paint Marker Pen"", ""quantity"": 1.0, ""unit_price"": 3.28, ""total"": 3.28}, {""description"": ""Red Acrylic Paint Marker Pen"", ""quantity"": 1.0, ""unit_price"": 3.28, ""total"": 3.28}, {""description"": ""Black Acrylic Paint Marker Pen"", ""quantity"": 1.0, ""unit_price"": 3.28, ""total"": 3.28}, {""description"": ""Body Screws 14.6 x 19.5 mm"", ""quantity"": 1.0, ""unit_price"": 18.1, ""total"": 18.1}, {""description"": ""Moulding Clip suit Kia/Hyundai"", ""quantity"": 1.0, ""unit_price"": 8.48, ""total"": 8.48}, {""description"": ""Bodyshop Trim Clips Bin Kit"", ""quantity"": 1.0, ""unit_price"": 210.0, ""total"": 210.0}, {""description"": ""Cartridge Guns Budget type"", ""quantity"": 1.0, ""unit_price"": 10.39, ""total"": 10.39}, {""description"": ""VIP Power Mix 2K Repair Adhesive - Blac"", ""quantity"": 6.0, ""unit_price"": 15.59, ""total"": 93.52}, {""description"": ""VIP Power Mix Applicator Nozzles"", ""quantity"": 2.0, ""unit_price"": 11.49, ""total"": 22.98}, {""description"": ""Number Plate Screws W/Hinged Cap Black"", ""quantity"": 1.0, ""unit_price"": 8.79, ""total"": 8.79}]"
19874243,success,NA,027210141,NA,60.66,0.0,GBP,2020-10-14,NA,NA,Andrew Page,"[{""description"": ""LINK STABILISER 632600947 - PREMIUM SUSPENSION PARTS"", ""quantity"": 2.0, ""unit_price"": 4.06, ""total"": 8.12}, {""description"": ""LINK STABILISER 632590167 - PREMIUM SUSPENSION PARTS"", ""quantity"": 2.0, ""unit_price"": 3.56, ""total"": 7.12}, {""description"": ""LINK STABILISER 632720047 - PREMIUM SUSPENSION PARTS"", ""quantity"": 2.0, ""unit_price"": 2.8, ""total"": 5.6}, {""description"": ""TIE ROD END 605440977 - PREMIUM STEERING"", ""quantity"": 2.0, ""unit_price"": 2.46, ""total"": 4.92}, {""description"": ""ANTI-ROLL BAR BUSH 650790027 - SUSPENSION MOUNTING & BUSH"", ""quantity"": 2.0, ""unit_price"": 1.46, ""total"": 2.92}, {""description"": ""CRANKSHAFT POSITION SENSOR 419590120 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 2.0, ""unit_price"": 4.13, ""total"": 8.26}, {""description"": ""TEMPERATURE SWITCH 223440210 - COOLANT TEMPERATURE SENSOR"", ""quantity"": 2.0, ""unit_price"": 1.52, ""total"": 3.04}, {""description"": ""ENGINE MANAGEMENT TEMPERATURE 224720030 - ENGINE MANAGEMENT TEMPERATURE SENSOR"", ""quantity"": 2.0, ""unit_price"": 0.97, ""total"": 1.94}, {""description"": ""OIL PRESSURE SWITCH 466880010 - OIL PRESSURE SWITCH"", ""quantity"": 2.0, ""unit_price"": 0.66, ""total"": 1.32}, {""description"": ""WHEEL BEARING - AFTERMARKET 628440301 - AFTERMARKET WHEEL BEARINGS"", ""quantity"": 2.0, ""unit_price"": 8.71, ""total"": 17.42}]"
20481805,success,NA,5120561227,NA,70.0,0.0,GBP,2022-10-27,2022-11-21,45,Agent-Maersk Logistics & Services UK Ltd,"[{""description"": ""Merchant Haulage Imports"", ""quantity"": 2.0, ""unit_price"": 35.0, ""total"": 70.0}]"
20014670,error,Could not download PDF from URL for 11052021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14376572,success,NA,SI000722017,NA,34.48,5.74,GBP,2019-02-04,2019-04-30,60,Jack Sealey Ltd,"[{""description"": ""Wire Wheel \u00d8150 x 13mm 13mm Bore Narrow"", ""quantity"": 1.0, ""unit_price"": 10.77, ""total"": 10.77}, {""description"": ""Grinding Stone \u00d8150 x 20mm 32(13)mm Bore A36Q Coarse"", ""quantity"": 1.0, ""unit_price"": 6.57, ""total"": 6.57}]"
19953287,error,Could not download PDF from URL for 03032021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14182912,error,Could not download PDF from URL for 25092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19834411,success,NA,6120800238,27294,103.01,16.88,GBP,2020-09-15,2021-03-14,180,ZF Services UK Ltd,"[{""description"": ""SACHS CLUTCH DISC 643750210 / /"", ""quantity"": 1.0, ""unit_price"": 86.13, ""total"": 86.13}]"
14380207,error,Could not download PDF from URL for 07022019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20345760,success,NA,21615,MO277358,192.0,32.0,GBP,2022-04-19,NA,NA,Dudley Motor Services Ltd,"[{""description"": ""CLUTCH KIT REPLACEMENT"", ""quantity"": 3.7, ""unit_price"": 40.0, ""total"": 148.0}, {""description"": ""GEARBOX OIL 75W90"", ""quantity"": 2.0, ""unit_price"": 6.0, ""total"": 12.0}]"
14442012,error,Could not download PDF from URL for 22032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20764883,success,NA,2257415503,403706,1470.84,245.14,GBP,2023-09-21,2024-02-29,NA,ROBERT BOSCH LTD.,"[{""description"": ""ESI 2.0 Master 12 months / Download"", ""quantity"": 1.0, ""unit_price"": 1439.0, ""total"": 1223.15}, {""description"": ""CoRe for ESI 2.0 packages 12 months / Download"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}, {""description"": ""ESI 2.0 Master 12 months AL / Download"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}, {""description"": ""ESI 2.0 Master 12 months AL / Download"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}]"
20243920,error,Could not download PDF from URL for 27012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21204138,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13677784,error,Could not download PDF from URL for 09111701E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14637778,error,Could not download PDF from URL for 06082019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19889215,error,Could not download PDF from URL for 17122020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037148,error,Could not download PDF from URL for 02072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20177694,success,NA,SA62242,22623 SEE DEL,36.47,6.08,GBP,2021-08-03,NA,NA,Schrader Special Products Division,"[{""description"": ""EZ- Sensor 2.0 Clamp In"", ""quantity"": 1.0, ""unit_price"": 21.89, ""total"": 21.89}, {""description"": ""Standard Delivery Charge"", ""quantity"": 1.0, ""unit_price"": 8.5, ""total"": 8.5}]"
20492386,success,NA,2222642502,228477,885.6,147.6,GBP,2022-10-19,2023-02-16,120,HELLA Ltd,"[{""description"": ""Ignition Coil, 6 pin for OPEL"", ""quantity"": 12.0, ""unit_price"": 30.75, ""total"": 369.0}, {""description"": ""Ignition Coil, 6 pin for OPEL"", ""quantity"": 12.0, ""unit_price"": 30.75, ""total"": 369.0}]"
20637424,success,NA,CD60058274,987545,13247.71,2207.95,GBP,2023-04-27,2023-05-30,30,Thetford,"[{""description"": ""SOH46996 / ENI-1-3-0I /M/GS/SLR/SL5/SLF /BKP/CRK3/ /BOX"", ""quantity"": 16.0, ""unit_price"": 392.26, ""total"": 6276.16}, {""description"": ""SOH70998-SP / TRI-0-2-1I C/G /BKG/BNKM/BKB /BKP/MNK8/ /BOX"", ""quantity"": 8.0, ""unit_price"": 325.36, ""total"": 2602.88}, {""description"": ""SOP70998-SP / M/PR OGI /1/2 /BKG/BNKM/BKB /BKC/MNK8/ /BOX"", ""quantity"": 8.0, ""unit_price"": 270.09, ""total"": 2160.72}]"
14271985,error,Could not download PDF from URL for 20112018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19871094,success,NA,015497856,NA,199.43,0.0,GBP,2020-10-14,NA,NA,Andrew Page,"[{""description"": ""COPPER GREASE 400ML-TOX"", ""quantity"": 1.0, ""unit_price"": 1.92, ""total"": 1.92}, {""description"": ""BRAKE PAD-EICHER"", ""quantity"": 1.0, ""unit_price"": 4.44, ""total"": 4.44}, {""description"": ""BRAKE SHOE SET"", ""quantity"": 1.0, ""unit_price"": 8.88, ""total"": 8.88}, {""description"": ""CLUTCH SLAVE CYLINDER"", ""quantity"": 1.0, ""unit_price"": 6.33, ""total"": 6.33}, {""description"": ""DRIVE BELT-6PK2155S"", ""quantity"": 1.0, ""unit_price"": 5.14, ""total"": 5.14}, {""description"": ""THERMOSTAT & HSG PEUGEOT/CITRO"", ""quantity"": 1.0, ""unit_price"": 34.4, ""total"": 34.4}, {""description"": ""HEATER RESISTOR"", ""quantity"": 1.0, ""unit_price"": 4.45, ""total"": 4.45}, {""description"": ""ALTERNATOR-LUCAS"", ""quantity"": 1.0, ""unit_price"": 105.13, ""total"": 105.13}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 28.74, ""total"": 28.74}]"
21081393,success,NA,304040296,175192,27.68,4.61,GBP,2024-09-16,2025-03-14,180,Ferdinand Bilstein UK Limited,"[{""description"": ""Crankshaft Sensor"", ""quantity"": 1.0, ""unit_price"": 23.07, ""total"": 23.07}]"
20271187,success,NA,4522108253,7M19-WE61747361,311.34,51.89,GBP,2022-02-25,2022-03-31,30,PPG Industries (U.K.) Ltd.,"[{""description"": ""SELEMIX NP 71 PHTHALO BLUE"", ""quantity"": 7.0, ""unit_price"": 37.06, ""total"": 259.45}]"
19782313,error,Could not download PDF from URL for 23092020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13682956,error,Could not download PDF from URL for 1511170052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14722627,success,NA,9580792016,234034,1350.52,225.09,GBP,2019-10-04,2019-11-30,NA,3M,"[{""description"": ""30614 3M134U HKT PURP LS396MH P400 70X396MM 6X50"", ""quantity"": 36.0, ""unit_price"": 31.262, ""total"": 1125.43}]"
14051319,success,NA,IN632838,31905,11.9,1.98,GBP,2018-07-10,2018-10-08,90,ELRING PARTS LTD,"[{""description"": ""VAUXHALL VALVE STEM SEAL"", ""quantity"": 16.0, ""unit_price"": 0.62, ""total"": 9.92}]"
13860672,error,Could not download PDF from URL for 21032018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14573538,error,Could not download PDF from URL for 24062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130207,success,NA,UKF057110,SOUK032797,600.0,0.0,GBP,2021-09-20,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxFiat Panda/500, Ford Ka 1.2i (51 kW169A4000 FP4 Gearbox# C514 Oem part 55223878/7172"", ""quantity"": 1.0, ""unit_price"": 275.0, ""total"": 275.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 325.0, ""total"": 325.0}, {""description"": ""DELIVER TOHALFORDS AUTOCENTREUNIT 1ACATHEDRAL IND ESTGUILDFORDSURREYGU2 7YB"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20976777,success,NA,376357,988325,2930.26,488.38,GBP,2024-06-17,2024-07-17,30,Trentside Products Ltd,"[{""description"": ""Somtoile - 120cm 3 fold sofa bed action"", ""quantity"": 42.0, ""unit_price"": 58.14, ""total"": 2441.88}, {""description"": ""REF : 967158"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
13939730,success,NA,480844,16245,13.56,2.26,GBP,2018-05-03,2018-06-02,30,Tomo Citroën,"[{""description"": ""LICEN PLAT LAMP 7J"", ""quantity"": 2.0, ""unit_price"": 5.65, ""total"": 11.3}, {""description"": ""You were served by Sonny"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14775526,success,NA,IW04781604,ACC7920,353.4,0.0,GBP,2019-11-12,2019-12-31,NA,NORTHGATE Vehicle Hire,"[{""description"": ""DR0342061 - Spare wheel and carrier damaged/missing (05.11.1"", ""quantity"": 1.0, ""unit_price"": 57.0, ""total"": 57.0}, {""description"": ""215/65R15-104T General Tyre WHEEL"", ""quantity"": 1.0, ""unit_price"": 85.76, ""total"": 85.76}, {""description"": ""CARRIER"", ""quantity"": 1.0, ""unit_price"": 66.72, ""total"": 66.72}, {""description"": ""MOUNTING PLATE"", ""quantity"": 1.0, ""unit_price"": 9.45, ""total"": 9.45}, {""description"": ""OS DOOR LOCK BARREL"", ""quantity"": 1.0, ""unit_price"": 45.27, ""total"": 45.27}, {""description"": ""BUILD"", ""quantity"": 1.0, ""unit_price"": 30.0, ""total"": 30.0}]"
20189710,error,Could not download PDF from URL for 23112021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13830070,success,NA,014,NA,7410.0,1235.0,GBP,2018-02-28,2018-03-07,7,Sulogic Limited,"[{""description"": ""ERP Replacement: Daily rate"", ""quantity"": 19.0, ""unit_price"": 325.0, ""total"": 6175.0}]"
20234881,error,Could not download PDF from URL for 18012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14201729,error,Could not download PDF from URL for 06102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20066184,success,NA,IN800792,27257,16.81,2.8,GBP,2021-07-08,2021-10-06,90,ELRING PARTS LTD,"[{""description"": ""HONDA VALVE STEM SEAL SET"", ""quantity"": 1.0, ""unit_price"": 6.51, ""total"": 6.51}, {""description"": ""NEXT DAY CARRIAGE"", ""quantity"": 1.0, ""unit_price"": 7.5, ""total"": 7.5}]"
16700866,error,Could not download PDF from URL for 14082020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14331886,error,Could not download PDF from URL for 05012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20108193,error,Could not download PDF from URL for 25082021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14709423,error,Could not download PDF from URL for 27092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14122248,error,Could not download PDF from URL for 17082018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13632079,error,Could not download PDF from URL for 12062020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19928264,success,NA,I0217992,203656,1630.8,271.8,GBP,2021-02-08,2021-03-25,NA,IMPEX PARTS LTD,"[{""description"": ""641590425"", ""quantity"": 9.0, ""unit_price"": 151.0, ""total"": 1359.0}]"
14569443,error,Could not download PDF from URL for 20062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14487541,error,Could not download PDF from URL for 24042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20573854,success,NA,10147,SS/EUR3.603,132.01,0.0,GBP,2023-02-14,NA,28,Guy Williams Layton,"[{""description"": ""Stirling Park Service of Charge for Payment"", ""quantity"": 1.0, ""unit_price"": 132.01, ""total"": 132.01}]"
19908881,error,Could not download PDF from URL for 15012021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14038415,success,NA,133008,NA,217.9,0.0,GBP,2018-07-29,2018-07-29,NA,APPLEHOUSE,"[{""description"": ""Adult Fares"", ""quantity"": 1.0, ""unit_price"": 105.0, ""total"": 217.9}]"
20580051,success,NA,UKF091242,28897,895.0,0.0,GBP,2023-02-21,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxPeugeot/Ci C4/C4 Picasso/Partner/BerDV6 Gearbox# start and stop ?DP33/DP63/DP76/DPC3 O"", ""quantity"": 1.0, ""unit_price"": 445.0, ""total"": 445.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 450.0, ""total"": 450.0}, {""description"": ""Deliver to:Royal Mail Group LtdPriestley WayCrawleyGatwick (937)RH10 9NT"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20042303,success,NA,352145878,210424,800.88,133.48,GBP,2021-06-10,2021-08-31,60,LESJÖFORS,"[{""description"": ""24730019 REAR FIAT"", ""quantity"": 47.0, ""unit_price"": 14.2, ""total"": 667.4}]"
